date,price
1531872000000,7306.64999999
1531958400000,7360.0
1532044800000,7478.0
1532131200000,7324.99
1532217600000,7416.79999999
1532304000000,7395.97162043
1532390400000,7722.0
1532476800000,8409.0
1532563200000,8190.22016598
1532649600000,7954.79999999
1532736000000,8189.0
1532822400000,8230.0
1532908800000,8214.8564651
1532995200000,8195.97875705
1533081600000,7736.9055
1533168000000,7607.5128
1533254400000,7550.57539999
1533340800000,7404.7735
1533427200000,7014.0
1533513600000,7026.3
1533600000000,6922.5193
1533686400000,6711.0
1533772800000,6282.24
1533859200000,6541.29999993
1533945600000,6164.44938899
1534032000000,6203.70000003
1534118400000,6310.0
1534204800000,6258.72
1534291200000,6199.988
1534377600000,6279.99999999
1534464000000,6305.3884
1534550400000,6589.0
1534636800000,6377.9905
1534723200000,6485.6
1534809600000,6265.0
1534896000000,6477.43
1534982400000,6370.59275518
1535068800000,6522.8
1535155200000,6680.73
1535241600000,6742.36499995
1535328000000,6713.42
1535414400000,6903.45
1535500800000,7078.0
1535587200000,7030.0
1535673600000,6989.97
1535760000000,7027.0
1535846400000,7187.5
1535932800000,7298.9969
1536019200000,7260.0
1536105600000,7365.00000001
1536192000000,6703.0
1536278400000,6515.55
1536364800000,6387.24862368
1536451200000,6186.57
1536537600000,6237.5
1536624000000,6323.0
